ref,is_in:district,description,operator,contact:phone,opening_hours,longitude,latitude,status,status:date,url,image
0446a,大安,延吉公園臺北市大安區延吉街131巷26號旁遊戲區旁,工務局公園處青年管理所,+886 2 2700 3830,24/7,121.555743,25.042602,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0446a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0446a.JPG
0447,大安,敦親公園臺北市大安區辛亥路2段171巷21號對面涼亭旁,工務局公園處青年管理所,+886 2 2700 3830,24/7,121.541087,25.022476,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0447,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0447.JPG
0448,大安,和平公園臺北市大安區和平東路2段118巷6弄4號對面兒童遊戲區旁,工務局公園處青年管理所,+886 2 2700 3830,24/7,121.542739,25.023460,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0448,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0448.JPG
0449,大安,法治公園臺北市大安區通化街184巷5號沙坑旁,工務局公園處青年管理所,+886 2 2700 3830,24/7,121.553216,25.026972,正常,20230523000000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0449,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0449.JPG
0450,大安,大學公園臺北市大安區辛亥路1段與溫州街交口入口處旁,工務局公園處青年管理所,+886 2 2700 3830,024/7,121.533023,25.021865,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0450,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0450.JPG
0451,大安,永康公園臺北市大安區永康街10-3號對面遊戲區旁,工務局公園處青年管理所,+886 2 2700 3830,24/7,121.529652,25.031746,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0451,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0451.JPG
0454,大安,虎嘯公園臺北市大安區敦化南路2段331巷口旁遊戲區旁,工務局公園處青年管理所,+886 2 2700 3830,24/7,121.549463,25.022599,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0454,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0454.JPG
0455,大安,辛亥1號公園臺北市大安區辛亥路1段139巷口旁入口處旁,工務局公園處青年管理所,+886 2 2700 3830,24/7,121.532676,25.022657,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0455,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0455.JPG
0457,大安,黎孝公園臺北市大安區和平東路3段308巷內涼亭旁,工務局公園處青年管理所,+886 2 2700 3830,24/7,121.556042,25.019833,暫停,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0457,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0457.JPG
0459,大安,「王留」公圳公園臺北市大安區忠孝東路3段237巷及251巷14弄交口「王留」公圳公園,工務局公園處青年管理所,+886 2 2700 3830,24/7,121.540685,25.043913,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0459,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0459.JPG
0460,大安,龍生公園臺北市大安區和平東路二段107巷23弄15號對面入口旁,工務局公園處青年管理所,+886 2 2700 3830,24/7,121.541600,25.026100,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0460,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0460.JPG
0463,大安,永康商圈臺北市大安區信義路二段200號人行道,北水處南區分處,+886 2 8369 5106,24/7,121.530328,25.033520,正常,20231106100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0463,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0463.JPG
0464,大安,師大公園臺北市大安區師大路68巷師大路68巷旁,工務局公園處青年管理所,+886 2 2700 3830,24/7,121.528422,25.023958,正常,20231106100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0464,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0464.JPG
0530a,中正,自來水園區博物館東側臺北市中正區思源街1號博物館東側,展業科,+886 2 8369 5108,Mo-Su 8:00-18:00,121.529877,25.012830,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0530a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0530a.JPG
0530c,中正,自來水園區蛋糕流水旁臺北市中正區思源街1號蛋糕旁,展業科,+886 2 8369 5108,Mo-Su 8:00-18:00,121.530251,25.012836,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0530c,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0530c.JPG
0530d,中正,自來水園區南區辦公室門口旁臺北市中正區思源街1號南區辦公室門口旁,展業科,+886 2 8369 5108,24/7,121.530515,25.013525,正常,20240206100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0530d,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0530d.JPG
0530e,中正,自來水園區水岸警衛亭旁臺北市中正區思源街1號水岸警衛亭旁,展業科,+886 2 8369 5108,24/7,121.528793,25.011331,正常,20240206100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0530e,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0530e.JPG
0530f,中正,自來水園區水水光廊(左)臺北市中正區思源街1號水水光廊(左),公館淨水場,+886 2 8369 5150,Mo-Su 08:00-18:00,121.530874,25.013139,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0530f,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0530f.JPG
0530g,中正,自來水園區水水光廊(右)臺北市中正區思源街1號水水光廊(右),公館淨水場,+886 2 8369 5150,Mo-Su 08:00-18:00,121.530894,25.013159,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0530g,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0530g.JPG
0530h,中正,自來水園區臺北市中正區思源街1號噴泉庭園廣場,展業科,+886 2 8369 5108,Mo-Su 08:00-18:00,121.531159,25.011292,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0530h,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0530h.JPG
0530i,中正,自來水園區臺北市中正區思源街1號椰林小站,展業科,+886 2 8369 5108,Mo-Su 08:00-18:00,121.530741,25.012041,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0530i,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0530i.JPG
0530j,中正,自來水園區臺北市中正區思源街1號自來水園區水岸票口旁,展業科,+886 2 8369 5108,Mo-Su 08:00-18:00,121.528531,25.011595,正常,20240206100000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0530j,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0530j.JPG
0530k,中正,自來水園區臺北市中正區思源街1號器材展示區,展業科,+886 2 8369 5108,24/7,121.529881,25.012307,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0530k,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0530k.JPG
0664a,三重,捷運台北橋站新北市三重區重新路1段108號B1詢問處對面,臺北大眾捷運股份有限公司(藍橘線),+886 2 2536 3001#8653,24/7,121.500748,25.063384,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0664a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0664a.JPG
0664b,三重,捷運台北橋站新北市三重區重新路1段108號B1詢問處對面,臺北大眾捷運股份有限公司(藍橘線),+886 2 2536 3001#8653,24/7,121.500748,25.063384,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0664b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0664b.JPG
0665a,三重,捷運菜寮站新北市三重區重新路3段150號B1詢問處旁,臺北大眾捷運股份有限公司(藍橘線),+886 2 2536 3001#8653,24/7,121.492145,25.060284,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0665a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0665a.JPG
0665b,三重,捷運菜寮站新北市三重區重新路3段150號B1詢問處旁,臺北大眾捷運股份有限公司(藍橘線),+886 2 2536 3001#8653,24/7,121.492145,25.060284,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0665b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0665b.JPG
0667a,三重,捷運三重國小站新北市三重區三和路3段5號B1詢問處旁,臺北大眾捷運股份有限公司(藍橘線),+886 2 2536 3001#8653,24/7,121.496883,25.070464,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0667a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0667a.JPG
0667b,三重,捷運三重國小站新北市三重區三和路3段5號B1詢問處旁,臺北大眾捷運股份有限公司(藍橘線),+886 2 2536 3001#8653,24/7,121.496883,25.070464,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0667b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0667b.JPG
0668a,三重,捷運三和國中站新北市三重區三和路4段107號B1詢問處旁,臺北大眾捷運股份有限公司(藍橘線),+886 2 2536 3001#8653,24/7,121.486314,25.076858,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0668a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0668a.JPG
0668b,三重,捷運三和國中站新北市三重區三和路4段107號B1詢問處旁,臺北大眾捷運股份有限公司(藍橘線),+886 2 2536 3001#8653,24/7,121.486314,25.076858,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0668b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0668b.JPG
0802a,士林,北水處陽明分處1樓臺北市士林區中山北路五段82-1號1樓,北水處陽明分處,+886 2 2888 2127,24/7,121.526340,25.083990,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0802a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0802a.JPG
0859a,士林,花卉試驗中心苗圃臺北市士林區仰德大道四段175巷32號展覽館前廣場,工務局公園處花卉試驗中心,+886 2 2658 6601,24/7,121.544408,25.134894,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0859a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0859a.JPG
0860,士林,美崙公園臺北市士林區美崙街152巷籃球場旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.518905,25.097615,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0860,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0860.JPG
0860a,士林,美崙公園臺北市士林區美崙街152巷4號對面籃球場旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.518972,25.097283,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0860a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0860a.JPG
0861a,士林,前港公園臺北市士林區前港街華齡街籃球場旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.520150,25.085700,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0861a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0861a.JPG
0861b,士林,前港公園臺北市士林區前港街華齡街廣場旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.520710,25.086200,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0861b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0861b.JPG
0861c,士林,前港公園臺北市士林區後港街118號對面司令台後方,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.520670,25.086310,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0861c,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0861c.JPG
0862b,士林,兒童新樂園臺北市士林區承德路5段555號門口,臺北大眾捷運股份有限公司(紅綠線),+886 2 2536 3001#8653,Mo-Su 09:00-17:00,121.515800,25.097021,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0862b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0862b.JPG
0863a,士林,社子公園臺北市士林區永平街46巷3弄籃球場旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.506003,25.091185,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0863a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0863a.JPG
0863b,士林,社子公園臺北市士林區永平街20巷37弄12號側門,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.506700,25.090640,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0863b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0863b.JPG
0864,士林,天文科學教育館臺北市士林區基河路363號入口處水表旁,臺北市立天文科學教育館,+886 2 2831 4551轉520,24/7,121.518913,25.096159,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0864,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0864.JPG
0865,北投,克強公園臺北市北投區磺溪街55巷19號對面克強游泳池對面,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.521950,25.107594,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0865,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0865.JPG
0865a,士林,克強公園臺北市士林區磺溪街47巷26號旁兒童遊戲區旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.521917,25.107320,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0865a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0865a.JPG
0866,士林,蘭興公園臺北市士林區中山北路６段３１５巷３弄５號旁遊戲區旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.525150,25.110874,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0866,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0866.JPG
0866a,士林,蘭興公園臺北市士林區中山北路六段315巷50弄1號兒童遊戲場旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.523559,25.110312,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0866a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0866a.JPG
0868,士林,島頭公園臺北市士林區延平北路9段底島頭15號樓梯旁,工務局水利工程處北區右岸管理站,+886 2 2720 8889#2690,24/7,121.466690,25.109947,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0868,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0868.JPG
0869,士林,福安河濱公園臺北市士林區延平北路7段27巷堤外籃球場旁,工務局水利工程處北區右岸管理站,+886 2 2720 8889#2690,24/7,121.494690,25.094870,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0869,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0869.JPG
0870a,士林,海光公園臺北市士林區葫蘆街92號對面海光公園南側,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.508040,25.081700,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0870a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0870a.JPG
0870b,士林,海光公園臺北市士林區葫蘆街100號對面海光公園北側,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.507820,25.082160,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0870b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0870b.JPG
0871,士林,天母古道(東山路)臺北市士林區東山路25巷81弄99號涼亭旁,大地工程處道路步道科,+886 2 2759 3001轉3220,24/7,121.535710,25.133029,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0871,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0871.JPG
0872,士林,忠誠公園臺北市士林區忠誠路1段旁涼亭旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.525930,25.103870,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0872,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0872.JPG
0873,士林,湖田橋水車寮步道臺北市士林區竹子湖路29-1號湖田橋步道口,大地工程處道路步道科,+886 2 2759 3001轉3220,24/7,121.538623,25.170069,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0873,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0873.JPG
0874,士林,大崙尾山步道中社路支線臺北市士林區中社路二段152號步道口,大地工程處道路步道科,+886 2 2759 3001轉3220,24/7,121.567950,25.105910,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0874,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0874.JPG
0875,士林,天母古道(三角埔)臺北市士林區中山北路7段232巷口步道口,大地工程處道路步道科,+886 2 2759 3001轉3220,24/7,121.533602,25.127588,正常,20211201090000,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0875,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0875.JPG
0876,士林,天和公園臺北市士林區天母東路69巷旁涼亭旁,工務局公園處陽明山管理所,+886 2 2883 2130,24/7,121.533790,25.120100,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0876,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0876.JPG
0877,士林,至善公園臺北市士林區至善路一段至善路停車場旁,工務局公園處士林園藝所,+886 2 2881 2512,24/7,121.538669,25.098335,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0877,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0877.JPG
0878,士林,社正公園臺北市士林區中正路與中正路586巷涼亭旁,工務局公園處士林園藝所,+886 2 2881 2512,24/7,121.510410,25.087560,正常,20250107000001,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0878,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0878.JPG
